Fechas;sarima;auto_arima;uc;ets;ll_trend;exper_seas_naive;struc_ss
2023-10-01;384.4456520921613;385.00824400667483;384.1466308561874;384.2040928408231;384.40113078663535;366.3082413820325;384.14662569180564
2023-11-01;386.9689149101512;388.5316176011212;387.08738642981507;387.0542298872947;386.4022619198576;373.43764820819086;387.0873861516613
2023-12-01;388.60224870259395;391.9633565495516;389.2279777947845;389.0631960928424;388.40339305307987;376.3787876463383;389.22798379547135
2024-01-01;389.316234806702;394.2361707141456;390.79460758936256;390.90541225519456;390.4045241863021;379.63307538358697;390.7945929435128
2024-02-01;390.9892240015679;397.1296272958004;393.2593227820597;393.23193582276434;392.4056553195244;385.24885138689353;393.25931370953833
2024-03-01;392.2868749788341;400.377407650465;395.2364345606057;395.23002153046133;394.40678645274664;386.4147766317312;395.23642369806225
2024-04-01;393.8061049912326;404.03993051150525;397.5862701232258;397.45406316498133;396.4079175859689;386.4189095421612;397.5862632951314
2024-05-01;394.50843570993845;406.92872364189236;399.2521952324573;399.3676160824574;398.40904871919116;385.71578728273806;399.2521709666072
2024-06-01;396.35780797629496;410.5333332341398;401.87535927968446;401.88138253169205;400.4101798524134;387.9214337086845;401.8753401735763
2024-07-01;398.79395469339863;414.5882654859561;405.11497126144826;404.9473140414641;402.4113109856357;390.35791867870483;405.11496013269607
2024-08-01;399.0103703874177;416.7537074214487;406.4684713637389;406.5031016805661;404.41244211885794;391.04536820985425;406.4684466280811
2024-09-01;398.7306416478948;418.2573523331483;407.30888018536086;407.3058819650695;406.4135732520802;393.28997899315505;407.30885265677057
